Sample,Ad-GFP¢Ù,Ad-GFP¢Ú,Ad-GFP¢Û,Ad-GFP¢Ü,Ad-GFP¢İ,Ad-GFP¢Ş,QC_1,QC_2,QC_3,QC_11,QC_18,Ad-IGF2¢Ù,Ad-IGF2¢Ú,Ad-IGF2¢Û,Ad-IGF2¢Ü,Ad-IGF2¢İ,Ad-IGF2¢Ş
Lable,Ad-GFP¢Ù,Ad-GFP¢Ú,Ad-GFP¢Û,Ad-GFP¢Ü,Ad-GFP¢İ,Ad-GFP¢Ş,QC,QC,QC,QC,QC,Ad-IGF2¢Ù,Ad-IGF2¢Ú,Ad-IGF2¢Û,Ad-IGF2¢Ü,Ad-IGF2¢İ,Ad-IGF2¢Ş
neg-M547T49,1541108.617,212291.8843,202617.4352,187059.5549,96380.54169,72787.70149,235349.7582,213292.4473,390640.9773,162021.5011,260012.4124,82502.27274,277784.9041,686203.327,44787.26181,122678.1369,110268.2845
neg-M548T178,69197.78317,27855.8839,129522.4441,127570.3728,84146.0573,63674.41346,53753.80017,47508.11674,91769.57719,92238.00408,89008.03136,70454.93956,144458.3161,179131.105,24408.69842,79096.8524,149887.2034
neg-M548T47,147541.3551,192603.0364,110806.1041,180387.638,106849.6977,95346.45274,133310.0353,159861.0134,205480.8325,173640.2449,99928.7111,136251.1741,112444.8976,198187.2638,71971.34245,208216.676,52070.7683
neg-M548T87,65586.37892,66965.82188,118985.4729,98357.06019,88415.43168,79576.79481,155818.3468,101527.2735,136400.9264,86048.78848,128086.9308,22543.40027,166543.3173,216256.6158,10487.59569,70793.88018,332127.4787
neg-M549T202,89666.95672,98228.88099,112504.608,136763.7228,166913.1799,141241.0246,73678.7541,121382.4784,164382.0719,239746.4819,219938.5365,76340.83339,159432.5756,179132.8889,248702.0592,183983.3548,162654.771
neg-M549T245,1368973.758,1389345.569,1393847.554,1360969.031,1356834.307,1754558.264,822899.8707,1007756.04,1152263.821,1531176.47,1658202.389,1539353.678,1546459.196,1644395.772,1676474.112,1917887.158,1902680.673
neg-M549T262,60657.41643,45268.82371,45125.82766,28925.18075,49265.13526,76177.58314,30963.20175,54252.89327,51309.54803,50742.00656,80905.75871,59380.85476,62558.73526,74066.66358,63816.8869,59459.85366,80814.64172
neg-M549T343,152598.7658,238522.7573,88101.88027,343492.2084,192321.0618,204317.7085,230526.9208,192860.6608,288091.5417,188300.5759,93383.61696,186939.6375,92781.42526,104989.2456,148791.1057,116746.8382,146149.474
neg-M549T396,162686.9202,338270.1983,450309.9758,272813.3386,280579.8049,237047.2281,406813.5018,644840.5404,432545.5553,152789.3052,364385.0278,744460.7516,490330.1856,433291.8524,415499.7892,524111.5297,482187.2787
neg-M549T47_1,1204213.963,1939675.345,1647717.717,2106591.505,1835167,1414244.293,1824754.802,1950258.175,1846200.455,1732506.696,2025607.786,239160.6384,1884369.183,2053695.606,771152.5302,2290840.397,1006499.174
neg-M549T47_2,414243.2505,1200677.507,857876.8015,1135434.87,819006.3257,1397139.726,698811.8966,1688734.396,926735.5595,852288.2968,951620.8341,732268.4379,708541.4745,304251.374,722642.5904,463746.4026,1317114.208
neg-M549T48,134644.9942,621682.2795,335881.2399,578747.2374,440419.3502,386797.0531,431391.4979,519315.5888,483610.9528,487568.4863,469319.549,82734.93204,518714.5783,421902.378,294799.2201,442396.9232,267384.5184
neg-M550T245,432781.0056,407502.2911,409112.5449,415497.4755,428206.9155,489603.0308,254166.8913,276862.4459,343030.546,469554.5946,494865.9683,464330.8782,453431.3843,502379.8569,497298.3239,594168.8424,583990.6422
neg-M550T309,514809.5225,587679.6363,724917.5847,512437.5691,453867.2262,469336.4423,820584.082,513090.8662,449415.0262,471989.7401,457996.5954,896250.1086,392840.2809,373012.5296,501817.1182,631990.167,633266.5717
neg-M550T314,70174.45778,150613.8001,224412.4175,169742.7655,43419.14395,93884.39076,213445.506,205238.2625,229977.8766,180628.123,58018.68822,213947.1713,224244.8411,200212.9649,139205.3641,52056.19718,72463.73122
neg-M551T202,93563.12388,104027.4507,108037.562,134546.2232,150551.762,151291.2677,81364.3446,55837.03344,151514.2451,194653.6267,192916.8619,111186.7727,152990.8953,203139.5271,265537.5007,181863.2569,172892.4416
neg-M551T245,85373.15134,65547.46376,93241.27436,65168.50103,76502.6988,63752.23796,49085.00856,58304.53883,64750.44038,84380.24106,108804.4512,69865.92568,102980.7011,90755.49317,98284.0272,123239.1945,100614.8815
neg-M551T308,211169.0314,195773.8117,176465.2089,247505.2939,197254.9871,230996.5395,141768.0505,26439.47859,137708.8171,90595.06488,155401.7293,194482.8862,112599.7816,117593.9482,120851.3451,112270.3295,127005.0546
neg-M551T314,4270.850028,20707.15869,60044.08213,38780.83502,27669.13246,8333.846028,44814.00871,52191.10812,28521.79046,27996.38662,43406.92439,55619.5288,42682.24276,27608.44925,23088.19954,26552.87332,25534.9853
neg-M551T387,3044709.596,4335870.561,3319696.198,2516568.621,2035485.638,2108912.688,1967522.445,2898615.558,2085839.465,2517728.9,1745261.075,2579835.275,1378094.727,1453828.372,1717357.914,1188680.434,1733089.683
neg-M551T48_1,1854817.186,629910.8632,759975.3104,791993.3628,725660.3343,390336.6595,747718.5626,730679.1502,761421.6529,671284.1291,716964.4793,384077.2488,626851.9065,1114062.285,190555.2052,1085608.742,723335.0096
neg-M551T48_2,320489.0162,604046.3902,587735.3444,393304.7571,660644.4964,706680.6274,372942.1085,429698.3036,612876.9195,411169.8587,464078.3031,423500.6264,837027.8278,887341.7636,498438.9517,432580.6138,503383.8378
neg-M551T5,349828.1951,212670.0234,260966.9326,176601.1259,184754.0055,186512.7407,38772.79273,162684.1598,202242.4324,202162.572,179499.6867,243195.823,184681.9612,138447.6885,238811.1686,192533.4673,153681.1408
neg-M551T50,3325424.919,7208057.889,5731872.02,6435963.526,5220397.021,9024655.611,4411557.031,4252520.089,5574266.567,3731091.591,5526241.331,7616242.451,3179378.61,2720146.3,4844298.13,3297412.452,6233432.388
neg-M552T208,25257.88155,17615.13063,86826.4092,38530.72724,25810.24415,33640.34745,117230.5237,118669.4467,125836.6345,105876.8469,133085.4545,4431.674927,197988.7504,191098.8682,219779.9207,123303.3264,576151.7504
neg-M552T314,779384.7455,915017.8609,861821.0008,515618.1718,388898.9639,437015.2944,1203096.15,853846.5961,724776.7246,610381.1493,250015.5651,1093978.8,699302.5502,525390.0227,505849.6723,222039.3279,337364.207
neg-M552T320,16461423.44,25593982.38,33226211.46,34513266.87,24817226.02,24225818.67,30225934.28,34432002.94,29896983.81,31326596.8,27449628.58,47557964.09,32880901.36,26027558.19,36725420.27,31594303.24,35275069.82
neg-M552T330,2933813.737,3599185.211,4027930.823,3810843.941,3269064.056,3388898.854,3583313.14,3382387.649,3505941.071,3608549.396,3400838.111,4747770.651,3653797.601,3636438.519,4328053.541,3355413.526,4124590.173
neg-M552T348,5926590.957,4701477.641,4679653.486,3011311.114,2379798.779,2205479.928,5178422.77,4869126.492,4978610.794,3535834.662,1505064.918,2459499.279,4286703.6,4324614.004,1733241.472,1907527.933,1020735.118
neg-M552T388,1028375.697,1066906.618,896460.3385,521413.3907,704915.8604,705199.095,619492.894,720369.6741,825142.0672,714441.6211,409558.1807,603614.6038,421361.4258,348669.0604,591324.9965,235488.2314,430684.3677
neg-M552T49,408948.803,1072411.633,715982.1581,997010.198,731921.6586,1460827.612,547203.7604,554986.6564,803696.9035,497713.8687,648133.9607,1077683.282,255890.3277,317145.5395,533152.5361,407034.2997,816407.2397
neg-M553T208,11952.84643,33574.63845,38149.08843,7122.769082,12237.22345,6411.351862,78356.08782,47386.80771,67489.54861,53851.10553,76421.7001,3540.110777,93390.59878,104824.1272,122461.581,80960.47077,314757.4361
neg-M553T272,142461.8687,181850.5955,195968.7721,190210.4071,199727.9169,164852.6541,72309.98209,72036.67708,35936.74453,89999.35214,72436.33171,154730.7182,148664.3817,140591.3713,177612.3514,111143.5222,147337.5945
neg-M553T314,322726.8735,377918.8206,332604.3109,165420.1344,93610.57974,86797.19158,425096.4581,330196.9237,313226.2936,204929.0223,84903.65865,389754.7132,237707.4433,178387.6686,2153376.844,1368515.143,77908.71748
neg-M553T320,4679725.757,7312671.402,9153661.963,9803463.715,6919490.931,6997150.858,8439051.419,9413389.767,8352330.016,8712080.856,7707989.847,13299479.56,8914768.912,7580762.94,10309922.7,8883815.394,9911056.819
neg-M553T330,875034.739,1291390.288,1161280.376,1094594.35,964291.2308,1045009.367,1100887.173,864436.0328,1122065.82,1000710.69,1076578.565,1525677.12,1088305.867,1150264.427,1285048.704,1031819.257,1226080.348
neg-M553T348,1925008.137,1616524.994,1520811.544,1075812.527,767163.4651,719219.7617,1726416.901,1507547.825,1574856.718,1173861.196,454734.2862,848425.6113,1483205.769,1453852.7,550302.594,664637.5083,282738.6178
neg-M553T478,47548.07336,1803049.413,2580327.597,872015.9729,2118595.501,1444306.724,1233907.78,1813776.197,1759364.289,2505756.127,1849307.362,35205.87454,44933.90593,18477.37443,35205.65889,786475.2242,37628.33635
neg-M553T49,42241.63183,1105690.308,858639.7247,1086119.594,1178631.076,1201365.427,966329.417,980446.3199,897761.8782,912202.4239,684619.9568,1104675.538,812754.6498,346734.0649,1118129.026,629838.7261,1051381.811
neg-M553T50_1,1323591.177,291513.066,216754.1402,288777.2669,150206.1726,40459.7683,218174.6386,257827.148,309673.012,380074.9235,258810.1895,131557.4387,156349.5842,787346.5095,25726.67606,761580.6542,130106.1934
neg-M553T50_2,4734715.694,488079.1158,290676.0544,435046.1133,391305.0581,318066.956,404118.4389,570839.9652,637607.3236,455744.4031,622621.7194,257927.3285,591139.9692,2268547.009,110958.1466,1468049.841,187754.2484
neg-M553T59,770919.8349,159706.1647,283560.3798,70003.94076,186138.23,419231.899,172283.7218,165476.8614,184098.7902,218309.3151,154938.5766,215296.1217,197106.8579,572138.4764,453105.2742,411674.7589,312590.04
neg-M554T242,193548.2924,174772.1015,162993.0822,113805.192,280043.0024,277592.9232,109294.1674,81788.51271,118286.3688,99325.24044,88075.74675,104982.7866,127639.5601,146424.6308,88350.7074,105719.8982,45339.58887
neg-M554T320,786551.7319,1773856.478,1458173.583,1544082.52,1162719.306,1206758.132,1497321.455,1622720.648,2157115.529,1405474.055,1211120.407,2288787.946,1381615.605,1552284.091,1671402.31,1420216.426,1575365.762
neg-M554T335,6427592.992,5992211.7,5506276.407,9856300.695,9000823.785,5383093.411,7478769.283,6496008.631,5991241.431,10552967.02,7514708.172,11901451.42,11573997.78,4285869.001,10113048.65,3813884.539,7966440.668
neg-M554T355,1143111934,857175677.8,865066700.9,734649444.3,728019112.7,797191888.1,858442588.7,829099235.3,790348339.9,825983372.6,805592828.7,1045263512,839311549.1,777505296,992075760.7,816921881.6,873647669.1
neg-M554T559,725833.727,805887.3843,736401.2872,369282.2709,310180.7082,283831.5113,809620.7853,776020.9769,747921.018,449964.0656,275633.5809,885154.4158,686745.0982,483793.0929,446705.607,332923.7461,275426.7436
neg-M555T295,711089.4802,753822.4559,947990.237,866857.7475,862691.5823,1005344.091,891808.241,824263.1458,838922.6814,830187.2732,1133608.607,1069947.824,769412.1755,709287.6633,1666832.44,1414643.735,1442248.663
neg-M555T319,3371253.861,3616310.838,4292362.133,3056699.362,1401350.755,1801589.586,4506264.261,3671090.767,3725497.799,3466591.578,992534.2132,5154515.377,3780171.75,3657424.794,2845508.151,2105272.056,1887149.594
neg-M555T355,317292315.6,239712741.6,242796400.1,204412578.2,206065259.8,224218532.6,242483882.4,233313236.9,223675334.2,230793895.4,227042757.8,295339050.2,236540546.9,319350496.2,280427032.1,229385015.4,247013249.4
neg-M555T48,186303.8773,747169.7749,723193.4082,711809.28,763208.2573,656045.724,648929.599,610110.8592,687198.7826,627047.9744,568279.9491,181042.9362,619805.8821,485311.7508,292689.1438,611921.6608,267716.5821
neg-M555T49,126545.8693,1715366.632,1098016.89,1555260.776,1407616.678,1751518.539,1264848.232,1255248.769,1220216.407,1225870.167,1147811.069,1359829.031,1089386.875,601686.6062,1519933.102,897199.0081,1530038.976
neg-M555T559,163391.127,156521.956,162069.0572,85379.63473,60892.88509,64582.1354,212072.4753,200320.5262,215722.4248,98317.87099,54443.06925,229459.0831,147156.545,124725.5941,82713.05113,82441.0531,67768.71219
neg-M556T220,5272.724145,41826.37508,82334.33757,31659.55565,30154.42934,41582.23542,61796.79255,26666.77681,42392.2799,28415.23185,43654.60555,85711.72931,135065.7236,34182.7242,10774.09264,27774.34219,65612.9207
neg-M556T252,135689.8399,104554.7358,182684.1813,156374.8034,431509.0014,192761.6308,106659.5015,88089.66703,73076.35772,92411.56623,73194.58656,179027.6157,190368.5471,148361.3629,176816.6223,129726.5111,151346.1586
neg-M556T295,220732.3236,193468.1479,235793.9588,253035.789,248979.2855,259662.205,205017.0629,197654.911,235317.7462,298540.8772,326164.2833,321878.4266,255100.7878,213908.9904,488014.8121,438768.7989,438946.8275
neg-M556T307,82154.94439,68148.13582,78052.51988,41411.71232,30887.51228,7879.067973,111272.1719,54436.14556,65796.38145,48599.65561,39067.90042,131873.0306,88839.32093,78031.13571,33701.94299,10180.60439,29598.88784
neg-M556T321,15285.11892,24854.19852,59245.1646,40347.56724,47261.30308,31323.09714,28742.02027,19436.97422,15521.43371,21617.80875,41197.41587,74967.13445,12044.06607,25198.22006,40218.85324,13262.07813,41359.95392
neg-M556T340,3232151.822,1587097.82,3465959.549,1107276.828,1162079.502,1054211.843,2058161.511,1504249.874,935126.9655,1159437.342,866962.1393,1711401.915,2496863.017,3847586.568,1293208.516,1879369.651,1981076.815
neg-M556T355,59042172.28,44430068,42545510.16,38202180.63,38215384.37,41586497.33,44327926.89,43254416.03,41081660.14,42888178.19,41937559.49,54923383.79,43576667.53,38649861.81,51872655.43,42797314.7,45462479.97
neg-M557T215,260729.8089,191669.0199,168006.2799,189825.8646,127000.1167,59231.68325,89669.27579,98084.83198,127875.9333,126328.8464,134014.5069,48385.85503,53976.52828,56942.45009,7065.271776,26276.80354,53596.17005
neg-M557T311,52493.21777,219773.8831,164108.9989,108695.7866,41260.73841,35807.07455,140470.3607,33684.87213,144787.3155,200276.976,197241.544,277793.7822,179479.2778,172921.9243,393403.0331,257125.3537,304167.3949
neg-M557T335,883267.2547,494542.4416,483105.6107,406095.5205,599147.4372,436678.1046,1492608.094,1017392.516,1049441.221,862451.3689,419480.9321,838087.9589,794637.5768,700531.7361,395795.5392,483339.0276,517536.0001
neg-M557T355_2,5425580.207,6643671.876,6285566.714,5904586.327,5670550.664,6134078.647,6473768.14,6028239.614,6055163.587,6277673.772,6258028.752,7927793.377,6552257.991,6073571.825,7951041.204,6540055.855,6210435.427
neg-M557T47,112748.5496,299375.1065,339486.1363,306509.0606,375566.3302,178428.0102,393377.7731,330389.3144,351384.8245,277999.3743,377240.9748,88587.93227,299178.5167,193723.9596,158556.8723,304338.5177,56073.24619
neg-M557T474,2676452.512,3771844.419,5397100.932,2570400.167,3431611.878,4229002.468,3807445.07,2940253.037,2046259.674,5352146.168,2821626.052,1425075.917,2622448.772,4900719.267,4195335.676,1433789.252,4094337.967
neg-M557T49,230350.9849,783519.1779,454194.6852,685007.1835,526419.8965,768665.9709,588270.2082,520801.0881,472372.859,493842.6859,514146.8915,612872.1256,466190.6484,239388.9866,732617.4727,443523.8868,748662.8321
neg-M557T533,2876518.567,2752949.466,6075729.998,8055404.048,2316948.265,3483678.868,3754763.853,1160377.173,4923999.094,3385597.207,3071952.63,3449977.028,8054972.963,14361842.18,9847151.06,12438517.41,10841999.81
neg-M557T54,452602.7294,2121734.654,1529762.529,2009909.429,2034422.64,2309662.369,1552468.263,1666782.575,1350103.195,1615785.881,1499795.113,2601358.151,1161323.568,704237.6323,2178244.919,1117711.834,1494686.269
neg-M558T355_2,573666.097,909869.8342,1038116.642,819667.435,612093.9877,844248.236,790467.2678,953870.0454,483722.0251,731885.5084,696410.1423,861502.8738,692413.6637,732918.8974,818377.1469,739185.0455,1018510.489
neg-M558T379,1460463.237,1442158.724,1219338.513,1529062.376,537213.7126,369369.2194,1597894.492,1726725.39,1922730.113,1256507.219,458332.3015,3742571.948,1766482.598,1871305.39,1099503.066,785677.1,635802.0947
neg-M558T533,1118007.352,1208354.129,1700116.892,3267648.492,1385017.98,1455431.996,1080465.326,674678.6331,1803613.072,1601106.779,1638195.27,1800376.585,3199911.594,3912959.228,3476379.824,5180150.619,4185657.517
neg-M558T78,92891.55638,62240.94052,108050.6763,43588.22002,41067.0828,80484.13621,80529.32906,74881.36594,131309.2741,117872.6612,166645.9708,50342.19177,99325.65095,250741.5114,72362.08305,81140.17694,802217.2194
neg-M559T314,746032.0999,1110318.707,1059419.096,1047320.467,909225.9188,1156893.553,976833.7525,881066.2229,838239.8266,763256.7836,755254.9771,1000484.302,597133.4425,581598.7756,938187.8065,628436.7101,1009568.397
neg-M559T354,672341.3696,671258.5618,670131.2779,530250.5734,467343.4391,1048748.868,972425.4428,564416.3265,669508.5148,570238.6065,400573.7244,485150.6171,586358.2321,501865.2142,843466.6853,503252.349,478396.8279
neg-M559T464,5486244.361,6750192.926,7945179.373,8270963.968,9507392.834,9560850.14,3093783.554,2775494.489,2854423.424,5706641.922,6995616.682,4636084.402,3721197.868,15807657.09,3023538.259,3599699.252,7134785.135
neg-M559T50,2634339.082,1289698.953,1252218.804,1550851.16,1223145.792,1068159.799,1282164.686,1359219.656,1758534.16,1417914.29,1492934.156,294018.6551,1802183.402,2066822.173,374014.535,1765067.535,875025.4875
neg-M559T56,139627.607,499781.2654,357851.8271,337073.8965,392293.6444,538025.1064,158686.1883,349179.7994,185649.5973,396461.35,222033.9574,519457.0078,213542.3777,61088.11019,318579.6504,116793.8364,346458.3025
neg-M559T58,830719.409,1560542.582,2245303.291,1657384.042,2043437.061,2683819.023,1434668.056,1180894.054,1612306.066,1198310.635,1191940.885,816265.8161,1105360.314,415734.4816,1676494.223,746142.455,1338061.776
neg-M560T314,125993.989,287800.5031,178099.639,159094.3519,169245.559,322270.0149,279920.8034,244100.5245,286554.8362,160557.4605,205779.8332,220864.0177,172448.7241,129198.8396,247357.9798,102958.987,217907.0306
neg-M560T355,6536273.978,7646992.038,7039895.565,9364967.355,9737169.154,6724892.831,7452384.405,7045856.66,7475192.039,7194449.977,6957554.911,12622075.84,6785377.815,6650775.66,12240976.54,7132071.929,7544275.849
neg-M560T430,7043183.74,9374353.644,10090576.18,3336607.443,2955370.27,1279272.167,8412293.598,5315205.311,6302417.042,5164035.898,2707190.921,4471666.846,11037772,2819644.497,6445028.452,3792652.904,1522212.294
neg-M560T438,1098235.789,1344424.372,2501144.13,1684570.753,1441716.839,1658840.202,2729681.932,2944373.499,2765534.657,3081355.438,3395489.523,5575196.237,3270234.809,3123341.105,4514102.263,5682830.955,7098593.126
neg-M560T552,5879050.888,2317403.098,3371959.306,5359580.89,1678100.493,4469641.287,3680028.039,3690237.88,1555433.326,3338488.322,3574966.571,1631578.323,4454547.147,5485442.631,3913245.953,6905675.121,11343221.75
neg-M561T238,45096.26449,56399.03529,18647.61883,46947.833,63174.74335,32014.30912,37047.20806,26673.78075,30176.74807,25331.49365,31933.88393,36967.62187,56836.29106,23602.45754,56698.82473,67965.81153,85855.35434
